datetime,open,max,min,close,volume,,,,,,,
 2016/09/13-15:00,3016.95,3024.38,3012.48,3023.51,4405954,3070.84,3059.66,3016.23,           ,           ,           ,           
 2016/09/14-10:30,3008.9,3017.87,2999.32,3014.54,5341719,3069.57,3060,3016.76,           ,           ,           ,           
 2016/09/14-11:30,3014.94,3016.09,3005.29,3005.8,2522765,3068.18,3060.23,3017.25,           ,           ,           ,           
 2016/09/14-14:00,3006.11,3010.36,3001.94,3005.48,2379553,3066.74,3060.48,3017.78,           ,           ,           ,           
 2016/09/14-15:00,3005.76,3007.29,2995.69,3002.85,4570859,3065.35,3060.68,3018.27,           ,           ,           ,           
 2016/09/19-10:30,3005.32,3023.36,3005.32,3019.46,5057275,3064.64,3061.13,3018.83,           ,           ,           ,           
 2016/09/19-11:30,3019.77,3021.15,3015.8,3021.02,2426967,3064.12,3061.52,3019.36,           ,           ,           ,           
 2016/09/19-14:00,3020.9,3023.16,3017.31,3017.31,2249174,3063.41,3061.88,3019.81,           ,           ,           ,           
 2016/09/19-15:00,3017.3,3026.61,3015.62,3026.05,3583464,3062.71,3062.24,3020.32,           ,           ,           ,           
 2016/09/20-10:30,3027.17,3027.82,3018.85,3019.88,4982032,3061.7,3062.55,3020.82,           ,           ,           ,           
 2016/09/20-11:30,3019.81,3024.08,3015.88,3024.08,2855265,3060.68,3062.92,3021.4,           ,           ,           ,           
 2016/09/20-14:00,3024.04,3024.51,3018.69,3019.53,2505224,3059.75,3063.2,3021.96,           ,           ,           ,           
 2016/09/20-15:00,3019.2,3023.54,3017.32,3023,3623706,3058.97,3063.59,3022.49,           ,           ,           ,           
 2016/09/21-10:30,3021.58,3027.45,3017.66,3019.69,4480887,3058.18,3063.96,3023,           ,           ,           ,           
 2016/09/21-11:30,3019.36,3024.9,3019.14,3021.84,2461031,3057.35,3064.27,3023.47,           ,           ,           ,           
 2016/09/21-14:00,3022.11,3032.06,3022.01,3031.39,2563275,3056.82,3064.59,3023.98,           ,           ,           ,           
 2016/09/21-15:00,3030.94,3032.45,3023.11,3025.87,3908177,3056.09,3064.77,3024.56,           ,           ,           ,           
 2016/09/22-10:30,3038.42,3046.19,3035.18,3045.33,5738884,3055.66,3065.13,3025.18,           ,           ,           ,           
 2016/09/22-11:30,3045.36,3054.41,3044.79,3048.61,3257632,3055.28,3065.43,3025.8,           ,           ,           ,           
 2016/09/22-14:00,3048.96,3050.37,3041.94,3042.32,2795882,3054.73,3065.61,3026.46,           ,           ,           ,           
 2016/09/22-15:00,3042.28,3044.54,3039.17,3042.31,4110707,3054.19,3065.75,3027.2,           ,           ,           ,           
 2016/09/23-10:30,3044.79,3046.8,3038.82,3040.02,4928522,3053.75,3065.85,3027.92,           ,           ,           ,           
 2016/09/23-11:30,3039.78,3041.72,3034.93,3039.62,2880871,3053.02,3066,3028.67,           ,           ,           ,           
 2016/09/23-14:00,3040.09,3040.61,3033.86,3040.16,2665350,3052.35,3066.17,3029.32,           ,           ,           ,           
 2016/09/23-15:00,3039.93,3040.19,3033.03,3033.9,4263029,3051.5,3066.3,3029.94,           ,           ,           ,           
 2016/09/26-10:30,3028.24,3028.24,3007.58,3008.87,5528563,3050.25,3066.24,3030.43,           ,           ,           ,           
 2016/09/26-11:30,3009.14,3017.91,3008.66,3012.34,2391907,3049.11,3066.17,3030.9,           ,           ,           ,           
 2016/09/26-14:00,3012.2,3013.83,3001.02,3005.25,2888541,3047.88,3065.98,3031.36,           ,           ,           ,           
 2016/09/26-15:00,3004.91,3006.76,2980.21,2980.43,5416710,3046.5,3065.8,3031.7,           ,           ,           ,           
 2016/09/27-10:30,2974.59,2987.85,2973.71,2978.14,4371818,3044.96,3065.54,3032.05,           ,           ,           ,           
 2016/09/27-11:30,2978.06,2983.64,2974.87,2975.92,2499162,3043.47,3065.26,3032.3,           ,           ,           ,           
 2016/09/27-14:00,2975.3,2980.74,2973.04,2974.89,2187489,3042.1,3064.87,3032.49,           ,           ,           ,           
 2016/09/27-15:00,2975.14,2998.23,2969.16,2998.17,4278799,3040.94,3064.43,3032.77,           ,           ,           ,           
 2016/09/28-10:30,3000.7,3000.7,2987.49,2994.23,4162821,3039.47,3063.72,3033.03,           ,           ,           ,           
 2016/09/28-11:30,2994.33,2994.78,2989,2989.7,2119380,3038.07,3062.61,3033.26,           ,           ,           ,           
 2016/09/28-14:00,2989.92,2994.82,2986.75,2992.22,1906162,3036.73,3061.47,3033.5,           ,           ,           ,           
 2016/09/28-15:00,2991.88,2994.18,2984.32,2987.86,3455373,3035.32,3060.32,3033.75,           ,           ,           ,           
 2016/09/29-10:30,2992.17,3006.04,2992.17,3004.86,3940956,3034.35,3059.33,3034.04,           ,           ,           ,           
 2016/09/29-11:30,3005.17,3009.01,3002.76,3004.64,2651776,3033.21,3058.46,3034.34,           ,           ,           ,           
 2016/09/29-14:00,3005.19,3005.77,2998.87,2999.05,2046083,3031.69,3057.52,3034.58,           ,           ,           ,           
 2016/09/29-15:00,2999.05,3003.25,2996.42,2998.48,3634040,3030.16,3056.59,3034.84,           ,           ,           ,           
 2016/09/30-10:30,2994.25,3006.05,2993.47,3004.83,3425372,3028.52,3055.79,3035.12,           ,           ,           ,           
 2016/09/30-11:30,3004.63,3005.33,2999.1,3002.81,2216658,3026.88,3054.95,3035.4,           ,           ,           ,           
 2016/09/30-14:00,3003.32,3006.67,3002.79,3003.86,1926338,3025.27,3054.05,3035.58,           ,           ,           ,           
 2016/09/30-15:00,3004.03,3009.08,3001.89,3004.7,3711084,3023.82,3053.18,3035.66,           ,           ,           ,           
 2016/10/10-10:30,3020.46,3028.49,3014.89,3020.73,6205618,3022.64,3052.41,3035.79,           ,           ,           ,           
 2016/10/10-11:30,3021.12,3042.29,3021.12,3042.18,3767312,3021.83,3051.75,3036.01,           ,           ,           ,           
 2016/10/10-14:00,3042.18,3044.81,3038.54,3040.04,3223302,3020.99,3051.17,3036.15,           ,           ,           ,           
 2016/10/10-15:00,3039.48,3048.24,3038.28,3048.14,4355945,3020.19,3050.7,3036.33,           ,           ,           ,           
 2016/10/11-10:30,3051.62,3059.54,3048.11,3058.01,6399500,3019.58,3050.37,3036.55,           ,           ,           ,           
 2016/10/11-11:30,3057.88,3061.83,3053.62,3059.55,3665189,3018.97,3050.12,3036.76,           ,           ,           ,           
 2016/10/11-14:00,3059.09,3059.61,3053.46,3055.75,3280493,3018.36,3049.78,3037.02,           ,           ,           ,           
 2016/10/11-15:00,3056.05,3066.09,3056.05,3065.25,5033580,3018.14,3049.43,3037.28,           ,           ,           ,           
 2016/10/12-10:30,3057.32,3060.47,3052.23,3058.19,5988349,3018.63,3049.08,3037.46,           ,           ,           ,           
 2016/10/12-11:30,3058.55,3059.24,3052.03,3055.5,3064298,3019.3,3048.81,3037.61,           ,           ,           ,           
 2016/10/12-14:00,3054.6,3058.76,3053.42,3054.36,2648179,3020.15,3048.41,3037.78,           ,           ,           ,           
 2016/10/12-15:00,3054.8,3059.13,3049,3058.5,4297468,3020.76,3048.19,3038,           ,           ,           ,           
 2016/10/13-10:30,3057.97,3063.49,3054.67,3055.07,5724664,3021.32,3047.85,3038.18,           ,           ,           ,           
 2016/10/13-11:30,3054.87,3061.53,3052.64,3058.74,3422158,3022.03,3047.57,3038.35,           ,           ,           ,           
 2016/10/13-14:00,3058.62,3061.52,3054.91,3060.67,2918295,3022.76,3047.35,3038.62,           ,           ,           ,           
 2016/10/13-15:00,3060.51,3064.88,3056.69,3061.35,4568468,3023.39,3047.12,3038.91,           ,           ,           ,           
 2016/10/14-10:30,3056.99,3056.99,3048.43,3050.1,5642821,3023.98,3046.77,3039.14,           ,           ,           ,           
 2016/10/14-11:30,3050.31,3055.38,3043.32,3045.14,3689496,3024.63,3046.41,3039.36,           ,           ,           ,           
 2016/10/14-14:00,3045.47,3053.12,3043.74,3051.23,2422658,3025.4,3046.07,3039.57,           ,           ,           ,           
 2016/10/14-15:00,3051.62,3064.75,3051.04,3063.81,4624323,3026.42,3045.88,3039.76,           ,           ,           ,           
 2016/10/17-10:30,3064.69,3068.23,3061.21,3065.61,5770667,3027.19,3045.92,3039.98,           ,           ,           ,           
 2016/10/17-11:30,3065.64,3067.79,3060.7,3067.71,2930011,3027.97,3046.04,3040.28,           ,           ,           ,           
 2016/10/17-14:00,3067.78,3068.81,3060.13,3060.71,2794610,3028.68,3046.05,3040.47,           ,           ,           ,           
 2016/10/17-15:00,3060.97,3061.11,3033.8,3041.17,6564117,3028.94,3045.82,3040.66,           ,           ,           ,           
 2016/10/18-10:30,3037.4,3049.91,3037.4,3044.25,5234440,3029.34,3045.52,3040.75,           ,           ,           ,           
 2016/10/18-11:30,3043.97,3057.96,3043.4,3056.87,3385411,3029.89,3045.28,3040.78,           ,           ,           ,           
 2016/10/18-14:00,3056.86,3077.42,3055.05,3072.5,4712173,3030.77,3045.26,3040.86,           ,           ,           ,           
 2016/10/18-15:00,3072.6,3083.97,3071.61,3083.88,6271587,3031.79,3045.38,3040.96,           ,           ,           ,           
 2016/10/19-10:30,3085.75,3096.07,3084.84,3092.55,7515125,3033.01,3045.59,3041.09,           ,           ,           ,           
 2016/10/19-11:30,3092.35,3092.55,3084.9,3087.54,4043744,3034.1,3045.73,3041.2,           ,           ,           ,           
 2016/10/19-14:00,3087.68,3089.32,3082.64,3082.82,3263093,3034.96,3045.89,3041.33,           ,           ,           ,           
 2016/10/19-15:00,3082.73,3086.98,3076.85,3084.72,4926149,3035.93,3046.01,3041.48,           ,           ,           ,           
 2016/10/20-10:30,3084.91,3089.68,3077.5,3078.22,6548421,3036.48,3046.07,3041.6,           ,           ,           ,           
 2016/10/20-11:30,3077.96,3082.56,3076.33,3082.03,3298944,3037.03,3046.16,3041.71,           ,           ,           ,           
 2016/10/20-14:00,3081.91,3086.58,3079.79,3086.12,3073730,3037.77,3046.25,3041.84,           ,           ,           ,           
 2016/10/20-15:00,3086.16,3087.44,3081.21,3084.46,4846355,3038.48,3046.33,3041.97,           ,           ,           ,           
 2016/10/21-10:30,3081.39,3097.62,3078.11,3095.79,6512130,3039.4,3046.57,3042.15,           ,           ,           ,           
 2016/10/21-11:30,3094.89,3101.85,3069.36,3073.44,6187600,3039.97,3046.49,3042.23,           ,           ,           ,           
 2016/10/21-14:00,3073.72,3082.61,3070.42,3081.71,2975923,3040.67,3046.51,3042.38,           ,           ,           ,           
 2016/10/21-15:00,3082.92,3091.31,3079.74,3090.94,4519711,3041.61,3046.55,3042.54,           ,           ,           ,           
 2016/10/24-10:30,3092.05,3110.1,3090.82,3109.26,7531113,3043.28,3046.77,3042.76,           ,           ,           ,           
 2016/10/24-11:30,3109.41,3135.85,3108.99,3130.7,6992735,3045.25,3047.18,3043.11,           ,           ,           ,           
 2016/10/24-14:00,3131.52,3137.03,3124.16,3124.53,4917732,3047.24,3047.56,3043.49,           ,           ,           ,           
 2016/10/24-15:00,3124.57,3131.64,3124.52,3128.25,5593857,3049.71,3048.1,3043.92,           ,           ,           ,           
 2016/10/25-10:30,3127.97,3132.31,3122.62,3128.68,7990726,3052.22,3048.59,3044.33,           ,           ,           ,           
 2016/10/25-11:30,3128.06,3128.87,3121.35,3124.89,4261022,3054.7,3049.08,3044.68,           ,           ,           ,           
 2016/10/25-14:00,3125.39,3129.34,3121.19,3127.96,3923354,3057.25,3049.68,3045.06,           ,           ,           ,           
 2016/10/25-15:00,3128.38,3132.43,3121.64,3131.94,5911042,3059.48,3050.21,3045.45,           ,           ,           ,           
 2016/10/26-10:30,3129.84,3129.84,3120.03,3126.82,7909424,3061.68,3050.57,3045.83,           ,           ,           ,           
 2016/10/26-11:30,3127,3127.11,3112.6,3120.93,4725518,3063.88,3050.97,3046.21,           ,           ,           ,           
 2016/10/26-14:00,3120.37,3121.51,3114.98,3117.09,3564930,3065.95,3051.34,3046.54,           ,           ,           ,           
 2016/10/26-15:00,3117.3,3119.39,3110.46,3116.31,5376897,3068.1,3051.71,3046.81,           ,           ,           ,           
 2016/10/27-10:30,3112.6,3114.54,3106.1,3109.34,6695102,3069.84,3052.1,3047.07,           ,           ,           ,           
 2016/10/27-11:30,3109.43,3109.99,3103.75,3105.81,3640124,3071.52,3052.37,3047.33,           ,           ,           ,           
 2016/10/27-14:00,3105.84,3109.85,3103.19,3106.71,2996649,3073.32,3052.51,3047.65,           ,           ,           ,           
 2016/10/27-15:00,3106.73,3113.13,3100.52,3112.35,4891835,3075.23,3052.69,3048.03,           ,           ,           ,           
 2016/10/28-10:30,3111.7,3128.51,3111.7,3121.85,7923367,3077.17,3052.85,3048.42,           ,           ,           ,           
 2016/10/28-11:30,3121.47,3123.1,3106.84,3113.35,4311641,3079.01,3052.95,3048.82,           ,           ,           ,           
 2016/10/28-14:00,3113.6,3115.81,3104.76,3114.39,3371371,3080.86,3053.06,3049.19,           ,           ,           ,           
 2016/10/28-15:00,3114.12,3116.03,3101.24,3104.27,5652920,3082.51,3053.16,3049.53,           ,           ,           ,           
 2016/10/31-10:30,3097.19,3097.41,3081.15,3088.74,7216390,3083.65,3053.15,3049.83,           ,           ,           ,           
 2016/10/31-11:30,3087.97,3093.97,3085.55,3090.17,3172922,3084.44,3053.14,3050.13,           ,           ,           ,           
 2016/10/31-14:00,3090.16,3098.83,3088.47,3098.83,2985478,3085.43,3053.21,3050.4,           ,           ,           ,           
 2016/10/31-15:00,3098.03,3101.93,3095.9,3100.49,4467981,3086.3,3053.25,3050.68,           ,           ,           ,           
 2016/11/01-10:30,3101.66,3113.43,3097.12,3107.67,6526431,3087.13,3053.35,3050.97,           ,           ,           ,           
 2016/11/01-11:30,3107.93,3112.13,3105.27,3110.74,3882502,3087.98,3053.48,3051.21,           ,           ,           ,           
 2016/11/01-14:00,3110.78,3116.17,3110.4,3115,3734452,3088.98,3053.67,3051.46,           ,           ,           ,           
 2016/11/01-15:00,3115.65,3122.54,3113.75,3122.44,5439772,3089.92,3054.03,3051.95,           ,           ,           ,           
 2016/11/02-10:30,3115.73,3118.92,3111.62,3116.78,7565666,3090.9,3054.76,3052.53,           ,           ,           ,           
 2016/11/02-11:30,3116.9,3118.65,3105.22,3107.23,4524024,3091.76,3055.53,3052.99,           ,           ,           ,           
 2016/11/02-14:00,3107.79,3110.72,3100.24,3108.75,4599863,3092.67,3056.41,3053.43,           ,           ,           ,           
 2016/11/02-15:00,3109.32,3112.61,3099.92,3102.73,5478098,3093.4,3057.08,3053.94,           ,           ,           ,           
 2016/11/03-10:30,3096.76,3111.51,3094.14,3106.45,7628098,3094.26,3057.79,3054.44,           ,           ,           ,           
 2016/11/03-11:30,3106.29,3120.52,3100.33,3120.52,4898326,3095.28,3058.66,3054.94,           ,           ,           ,           
 2016/11/03-14:00,3122.48,3140.78,3122.48,3134.59,7253592,3096.52,3059.64,3055.51,           ,           ,           ,           
 2016/11/03-15:00,3135.14,3135.14,3123.19,3128.94,6802017,3097.64,3060.52,3056.05,           ,           ,           ,           
 2016/11/04-10:30,3126.35,3141.31,3125.83,3134.44,8942363,3099.05,3061.52,3056.62,           ,           ,           ,           
 2016/11/04-11:30,3134.49,3138.4,3126.53,3129.29,4877075,3100.46,3062.55,3057.22,           ,           ,           ,           
 2016/11/04-14:00,3129.05,3132.94,3122.25,3124.64,4342887,3101.68,3063.54,3057.92,           ,           ,           ,           
 2016/11/04-15:00,3124.83,3126.55,3119.54,3125.32,5742000,3102.71,3064.56,3058.65,           ,           ,           ,           
 2016/11/07-10:30,3124.89,3127.54,3117.1,3126.49,7562825,3103.72,3065.45,3059.37,           ,           ,           ,           
 2016/11/07-11:30,3126.5,3135.23,3124.45,3133.56,4003153,3104.82,3066.39,3060.09,           ,           ,           ,           
 2016/11/07-14:00,3133.71,3138.91,3131.01,3131.03,3959949,3105.99,3067.34,3060.82,           ,           ,           ,           
 2016/11/07-15:00,3131.78,3133.62,3124.83,3133.33,5534303,3107.52,3068.23,3061.54,           ,           ,           ,           
 2016/11/08-10:30,3140.94,3144.72,3136.02,3139.07,7310963,3109.11,3069.23,3062.28,           ,           ,           ,           
 2016/11/08-11:30,3139.21,3152.52,3135.16,3152.52,4211725,3110.7,3070.3,3063.01,           ,           ,           ,           
 2016/11/08-14:00,3152.18,3156.86,3146.3,3146.98,4902929,3111.94,3071.36,3063.7,           ,           ,           ,           
 2016/11/08-15:00,3147.2,3148.67,3142.85,3147.89,5732892,3113.01,3072.4,3064.38,           ,           ,           ,           
 2016/11/09-10:30,3146.08,3146.76,3125.08,3125.08,8281084,3113.55,3073.28,3064.98,           ,           ,           ,           
 2016/11/09-11:30,3125.18,3128.85,3106.07,3106.23,6555130,3113.86,3073.98,3065.49,           ,           ,           ,           
 2016/11/09-14:00,3106.29,3143.75,3096.95,3142.52,6898540,3114.85,3074.9,3066.19,           ,           ,           ,           
 2016/11/09-15:00,3142.38,3142.84,3122.27,3128.37,5988184,3115.58,3075.76,3066.81,           ,           ,           ,           
 2016/11/10-10:30,3148.54,3170.51,3148.54,3163.31,11454474,3117.01,3076.75,3067.57,           ,           ,           ,           
 2016/11/10-11:30,3162.7,3164.3,3156.86,3164.12,4889674,3118.38,3077.7,3068.29,           ,           ,           ,           
 2016/11/10-14:00,3164.13,3171.18,3164.13,3167.52,5551053,3119.73,3078.75,3069.03,           ,           ,           ,           
 2016/11/10-15:00,3167.41,3172.31,3165.84,3171.28,6704078,3121.17,3079.82,3069.79,           ,           ,           ,           
 2016/11/11-10:30,3169.4,3178.24,3166.07,3174.09,10472945,3122.48,3080.94,3070.55,           ,           ,           ,           
 2016/11/11-11:30,3174.2,3191.07,3174.2,3190.5,7209115,3124.43,3082.2,3071.41,           ,           ,           ,           
 2016/11/11-14:00,3190.5,3199.69,3190.5,3199.69,8255887,3126.39,3083.53,3072.3,           ,           ,           ,           
 2016/11/11-15:00,3199.39,3202.55,3191.31,3196.04,8439444,3128.15,3084.88,3073.15,           ,           ,           ,           
 2016/11/14-10:30,3187.71,3212.63,3186.8,3204.38,13303522,3129.73,3086.51,3074,           ,           ,           ,           
 2016/11/14-11:30,3204.53,3221.45,3201.73,3207.12,7851985,3131.01,3088.13,3074.81,           ,           ,           ,           
 2016/11/14-14:00,3207,3217.65,3201.96,3203.6,6222498,3132.32,3089.78,3075.61,           ,           ,           ,           
 2016/11/14-15:00,3203.09,3210.74,3192.18,3210.37,7319453,3133.69,3091.7,3076.4,           ,           ,           ,           
 2016/11/15-10:30,3209.95,3214.18,3202.53,3202.53,10162282,3134.93,3093.57,3077.13,           ,           ,           ,           
 2016/11/15-11:30,3202.65,3206.72,3199,3201.74,5407296,3136.2,3095.45,3077.83,           ,           ,           ,           
 2016/11/15-14:00,3201.77,3209.11,3195.17,3198.85,4765767,3137.38,3097.32,3078.52,           ,           ,           ,           
 2016/11/15-15:00,3199.54,3207,3198.8,3206.99,6365039,3138.63,3099.06,3079.26,           ,           ,           ,           
 2016/11/16-10:30,3208.5,3210.89,3195.55,3199.72,9043473,3139.86,3100.77,3079.98,           ,           ,           ,           
 2016/11/16-11:30,3199.67,3204.64,3198.75,3202.62,4502659,3141.22,3102.55,3080.72,           ,           ,           ,           
 2016/11/16-14:00,3202.63,3203.58,3198.72,3202.91,4622144,3142.65,3104.3,3081.47,           ,           ,           ,           
 2016/11/16-15:00,3202.81,3209.38,3199.24,3205.06,6317172,3144.13,3106.11,3082.2,           ,           ,           ,           
 2016/11/17-10:30,3198.5,3199.83,3189.14,3190.1,8007339,3145.47,3107.65,3082.85,           ,           ,           ,           
 2016/11/17-11:30,3190.78,3195.48,3187.25,3195.26,4347650,3146.97,3109.25,3083.62,           ,           ,           ,           
 2016/11/17-14:00,3195.06,3198.66,3192.85,3194.8,3425202,3148.43,3110.88,3084.37,           ,           ,           ,           
 2016/11/17-15:00,3194.58,3210.89,3194.58,3208.45,6897391,3150.02,3112.63,3085.16,           ,           ,           ,           
 2016/11/18-10:30,3207.19,3211.77,3197.74,3210.2,9117926,3151.5,3114.33,3085.91,           ,           ,           ,           
 2016/11/18-11:30,3210.47,3211.1,3200.19,3200.5,4368494,3152.95,3115.98,3086.51,           ,           ,           ,           
 2016/11/18-14:00,3200.78,3203.97,3197.09,3200.87,3423357,3154.39,3117.63,3087,           ,           ,           ,           
 2016/11/18-15:00,3200.67,3201.2,3187.58,3192.86,6625427,3155.88,3119.19,3087.28,           ,           ,           ,           
 2016/11/21-10:30,3188.5,3218.85,3188.43,3213.29,9187122,3157.94,3120.8,3087.61,           ,           ,           ,           
 2016/11/21-11:30,3213.05,3229.71,3211.51,3220.27,6246845,3160.12,3122.28,3087.99,           ,           ,           ,           
 2016/11/21-14:00,3220.44,3222,3211.6,3214.08,4890523,3162.03,3123.73,3088.36,           ,           ,           ,           
 2016/11/21-15:00,3214.06,3218.21,3204.67,3218.15,5993288,3163.99,3125.15,3088.79,           ,           ,           ,           
 2016/11/22-10:30,3220.98,3233.82,3220.98,3224.76,9290420,3165.95,3126.54,3089.24,           ,           ,           ,           
 2016/11/22-11:30,3224.48,3241.65,3224.45,3241.57,5955827,3168.13,3128.05,3089.77,           ,           ,           ,           
 2016/11/22-14:00,3241.31,3247.22,3240,3240.87,6364304,3170.23,3129.6,3090.33,           ,           ,           ,           
 2016/11/22-15:00,3241.34,3249.6,3237.51,3248.35,7637930,3172.33,3131.13,3090.91,           ,           ,           ,           
 2016/11/23-10:30,3247.94,3262.88,3245.09,3253.09,10300644,3174.6,3132.75,3091.47,           ,           ,           ,           
 2016/11/23-11:30,3253.06,3257.45,3244.89,3255.84,5600864,3177.07,3134.42,3092.06,           ,           ,           ,           
 2016/11/23-14:00,3255.85,3257.09,3246.48,3248.48,4757580,3179.4,3136.03,3092.6,           ,           ,           ,           
 2016/11/23-15:00,3248.34,3248.56,3231.74,3241.14,7135156,3181.72,3137.56,3093.08,           ,           ,           ,           
 2016/11/24-10:30,3237.43,3244.89,3235.68,3240.96,8330970,3183.96,3139.11,3093.6,           ,           ,           ,           
 2016/11/24-11:30,3241,3249.02,3241,3244.21,5813319,3186.02,3140.65,3094.16,           ,           ,           ,           
 2016/11/24-14:00,3244.35,3257.72,3243.31,3246.5,5341010,3187.88,3142.2,3094.76,           ,           ,           ,           
 2016/11/24-15:00,3245.8,3246.66,3232.94,3241.74,7237169,3189.76,3143.7,3095.37,           ,           ,           ,           
 2016/11/25-10:30,3241.24,3251.38,3209.68,3215,10865608,3191.1,3145.07,3095.84,           ,           ,           ,           
 2016/11/25-11:30,3214.91,3238.29,3214.57,3237.64,4545992,3192.91,3146.68,3096.36,           ,           ,           ,           
 2016/11/25-14:00,3237.95,3240.16,3233.59,3240.09,3518957,3194.83,3148.25,3096.93,           ,           ,           ,           
 2016/11/25-15:00,3240.73,3262.32,3240.73,3261.94,6981145,3197.11,3149.91,3097.62,           ,           ,           ,           
 2016/11/28-10:30,3270.05,3286.48,3270.05,3276.44,11414176,3199.61,3151.66,3098.32,           ,           ,           ,           
 2016/11/28-11:30,3276.93,3278.74,3267.67,3278.51,4897193,3202.02,3153.42,3099.09,           ,           ,           ,           
 2016/11/28-14:00,3278.58,3284.41,3276.32,3280.85,5232485,3204.52,3155.25,3099.83,           ,           ,           ,           
 2016/11/28-15:00,3280.91,3288.34,3271.89,3277,8502158,3206.91,3157.22,3100.57,           ,           ,           ,           
 2016/11/29-10:30,3269.23,3282.05,3263.4,3276.61,10324726,3209.21,3159.16,3101.33,           ,           ,           ,           
 2016/11/29-11:30,3276.87,3293.43,3276.16,3291.66,7010277,3211.52,3161.11,3102.14,           ,           ,           ,           
 2016/11/29-14:00,3293.33,3297.32,3273.34,3278.89,7507038,3213.73,3162.83,3102.89,           ,           ,           ,           
 2016/11/29-15:00,3278.83,3301.21,3278.52,3282.92,9972891,3215.98,3164.49,3103.66,           ,           ,           ,           
 2016/11/30-10:30,3272.14,3277.15,3253.98,3261.76,10647984,3218.25,3165.9,3104.34,           ,           ,           ,           
 2016/11/30-11:30,3261.78,3263.83,3246.53,3251.4,5024353,3220.68,3167.27,3105,           ,           ,           ,           
 2016/11/30-14:00,3250.96,3256.81,3246.63,3248.89,4210366,3222.45,3168.65,3105.75,           ,           ,           ,           
 2016/11/30-15:00,3249.14,3252.86,3239.6,3250.03,6398168,3224.48,3170.03,3106.54,           ,           ,           ,           
 2016/12/01-10:30,3257.03,3275.23,3257.03,3274.48,8536806,3226.32,3171.67,3107.4,           ,           ,           ,           
 2016/12/01-11:30,3274.54,3279.22,3266.8,3267.08,5994429,3228.04,3173.21,3108.2,           ,           ,           ,           
 2016/12/01-14:00,3267.7,3268.98,3260.08,3264.47,4860993,3229.66,3174.69,3108.93,           ,           ,           ,           
 2016/12/01-15:00,3264.51,3274.07,3256.31,3273.31,6763162,3231.36,3176.26,3109.68,           ,           ,           ,           
 2016/12/02-10:30,3270.12,3279.31,3265.36,3269.92,9871659,3232.95,3177.72,3110.46,           ,           ,           ,           
 2016/12/02-11:30,3270.41,3270.71,3246.67,3247.67,5943756,3233.91,3179.17,3111.17,           ,           ,           ,           
 2016/12/02-14:00,3247.35,3254.24,3235.4,3251.22,5316471,3234.77,3180.58,3111.91,           ,           ,           ,           
 2016/12/02-15:00,3251.22,3251.8,3240.8,3243.84,7024022,3235.57,3181.86,3112.6,           ,           ,           ,           
 2016/12/05-10:30,3203.78,3219.36,3199.02,3210.86,9175079,3235.67,3182.7,3113.19,           ,           ,           ,           
 2016/12/05-11:30,3210.88,3218.89,3198,3201.74,5033422,3235.58,3183.3,3113.72,           ,           ,           ,           
 2016/12/05-14:00,3202.47,3208.64,3196.53,3200.8,3624971,3235.54,3183.93,3114.24,           ,           ,           ,           
 2016/12/05-15:00,3200.06,3204.97,3194.91,3204.71,6026328,3235.44,3184.57,3114.77,           ,           ,           ,           
 2016/12/06-10:30,3202.03,3215.31,3202.03,3208.17,6458280,3235.53,3185.23,3115.3,           ,           ,           ,           
 2016/12/06-11:30,3207.95,3209.15,3201.23,3207.37,3694179,3235.63,3185.92,3115.83,           ,           ,           ,           
 2016/12/06-14:00,3207.51,3208.42,3199.86,3205.69,2842534,3235.74,3186.56,3116.39,           ,           ,           ,           
 2016/12/06-15:00,3205.49,3209.1,3196.62,3199.65,4722021,3235.63,3187.13,3116.85,           ,           ,           ,           
 2016/12/07-10:30,3198.47,3201.92,3189.71,3191.72,6080384,3235.48,3187.67,3117.3,           ,           ,           ,           
 2016/12/07-11:30,3191.97,3203.1,3189.65,3202.98,3774902,3235.49,3188.35,3117.77,           ,           ,           ,           
 2016/12/07-14:00,3203.39,3215.6,3203.39,3210.7,3859291,3235.62,3189.13,3118.28,           ,           ,           ,           
 2016/12/07-15:00,3211.33,3222.24,3209.8,3222.24,5229806,3235.91,3190.02,3118.84,           ,           ,           ,           
 2016/12/08-10:30,3225.55,3227.92,3218.6,3224.07,7272438,3236.48,3190.97,3119.43,           ,           ,           ,           
 2016/12/08-11:30,3224.29,3224.98,3215.46,3220.53,4044870,3236.89,3191.93,3120.05,           ,           ,           ,           
 2016/12/08-14:00,3220.23,3226.02,3215.05,3223.77,3157977,3237.38,3192.9,3120.67,           ,           ,           ,           
 2016/12/08-15:00,3224.04,3224.69,3211.47,3215.37,5304919,3237.49,3193.76,3121.27,           ,           ,           ,           
 2016/12/09-10:30,3209.34,3228.92,3207.05,3222.81,7153617,3237.71,3194.6,3121.93,           ,           ,           ,           
 2016/12/09-11:30,3223.27,3237.58,3222.2,3237.58,4874123,3238.32,3195.64,3122.61,           ,           ,           ,           
 2016/12/09-14:00,3238.46,3244.79,3235.37,3238.59,4547026,3238.95,3196.67,3123.23,           ,           ,           ,           
 2016/12/09-15:00,3238.42,3240.22,3222.4,3232.88,6063947,3239.62,3197.75,3123.87,           ,           ,           ,           
 2016/12/12-10:30,3233.67,3244.9,3204.52,3208.44,9733411,3239.54,3198.74,3124.41,           ,           ,           ,           
